feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,label,filename
-350.35888671875,169.54632568359375,31.780227661132812,16.713754653930664,28.661758422851562,19.24909019470215,7.846700191497803,10.039795875549316,4.742694854736328,2.9156229496002197,3.8965418338775635,1.8103498220443726,-5.970981121063232,-5.2587480545043945,-0.22888240218162537,-1.7753275632858276,-3.7088396549224854,0.17516905069351196,2.0766782760620117,-2.8920040130615234,-3.7142465114593506,0.4658580720424652,-0.748012900352478,-3.4358069896698,-4.200868606567383,-8.209532737731934,-8.234818458557129,-3.292156219482422,0.6236534714698792,1.118130087852478,-5.227285385131836,-5.343207836151123,0.6529695391654968,-1.6278502941131592,-2.947354555130005,-0.26525670289993286,-2.1761598587036133,-2.7296199798583984,0.4628135859966278,-0.9833099842071533,51.56181716918945,24.954689025878906,17.79957389831543,14.616209030151367,13.723823547363281,8.287094116210938,6.374340057373047,6.054205417633057,6.377669334411621,6.054455757141113,6.825385570526123,6.509947299957275,5.958396911621094,5.821030139923096,6.220821380615234,5.938626289367676,5.843463897705078,5.877344608306885,6.651628494262695,7.840702533721924,6.313549995422363,7.237276077270508,11.981061935424805,12.489167213439941,9.262056350708008,6.046388149261475,8.455958366394043,8.365145683288574,7.590231418609619,6.151514530181885,5.722052574157715,7.731122016906738,7.643956661224365,7.687075614929199,6.849063873291016,5.435925483703613,7.189115524291992,5.839020729064941,4.3758955001831055,5.30916166305542,0.41551199555397034,0.18880251049995422,0.23865339159965515,0.3348389267921448,0.3764400780200958,0.385756254196167,0.5216245651245117,0.2985651195049286,0.33433958888053894,0.3980545699596405,0.44077354669570923,0.5994691252708435,0.2566189467906952,0.12376275658607483,0.27693891525268555,0.31806930899620056,0.35301434993743896,0.29881584644317627,0.3155023455619812,0.19430550932884216,0.3230699300765991,0.307791531085968,0.2718314528465271,0.3642433285713196,570.1506880585581,323.96241828615723,928.8527166880322,707.1282770342528,0.021700549051857584,0.010841269236589356,58.72691761363637,blues,blues.00093.wav
-155.51651000976562,125.65575408935547,1.5753217935562134,45.82986831665039,0.9089944958686829,25.391239166259766,-10.813492774963379,15.574149131774902,-11.929205894470215,1.2717781066894531,-6.661503314971924,-0.7791247367858887,-7.749224662780762,0.41930726170539856,-7.029631614685059,4.009108066558838,-6.26602840423584,0.9513339400291443,2.0064611434936523,-5.735762596130371,0.7464646100997925,-3.2399251461029053,-4.03260612487793,-5.058785915374756,-3.235048532485962,-6.362154483795166,-3.7153124809265137,-4.965897560119629,-2.826768159866333,-3.207204818725586,1.2810336351394653,-1.7289570569992065,-1.8093926906585693,-1.1540260314941406,-3.212754487991333,-1.9959903955459595,-2.674196720123291,-2.5849595069885254,-0.39989393949508667,-3.795319080352783,55.452125549316406,28.322246551513672,22.219938278198242,18.818683624267578,16.191789627075195,12.555946350097656,15.5029878616333,11.41093921661377,12.717009544372559,10.446717262268066,10.34266185760498,10.575722694396973,8.61466121673584,9.37043285369873,9.206852912902832,7.85572624206543,7.31884241104126,8.002021789550781,8.267670631408691,9.167040824890137,8.878805160522461,8.790218353271484,8.092157363891602,8.046883583068848,7.752835273742676,7.611331939697266,7.221843242645264,7.253264427185059,7.415383338928223,8.889029502868652,9.634923934936523,9.560357093811035,10.458998680114746,9.304438591003418,7.8299384117126465,8.190923690795898,8.53962230682373,8.754995346069336,8.109634399414062,7.140707015991211,0.30446141958236694,0.41171038150787354,0.30284619331359863,0.32490262389183044,0.313168466091156,0.3625278174877167,0.34671542048454285,0.2864625155925751,0.39791783690452576,0.39409640431404114,0.3371034264564514,0.2589914798736572,0.274043470621109,0.36832213401794434,0.26267319917678833,0.30251774191856384,0.27587684988975525,0.318880170583725,0.335664302110672,0.25100478529930115,0.3349631130695343,0.33244556188583374,0.314610093832016,0.25475332140922546,1441.9992540972155,622.3532848914267,3083.26468925358,1482.085456508031,0.050889337025928794,0.033992035759115746,172.265625,blues,blues.00087.wav
-83.00167846679688,107.06743621826172,-25.323680877685547,57.122074127197266,0.08129873126745224,34.70890426635742,-11.047215461730957,20.533279418945312,-11.2201509475708,14.839781761169434,-10.229966163635254,12.54285717010498,-9.772626876831055,2.560520887374878,-6.298748970031738,3.008488655090332,-8.717000961303711,-0.32524627447128296,-2.984734535217285,0.7146170139312744,-0.7275469899177551,6.9045562744140625,2.3230741024017334,-1.4856550693511963,-1.0355937480926514,-3.984729528427124,2.063857078552246,0.893778920173645,-0.3267292380332947,-1.8766146898269653,0.20335714519023895,-3.171548366546631,-1.3924072980880737,-2.574759006500244,2.7696805000305176,-0.9427095055580139,-0.2990177273750305,-6.69901704788208,-1.9220964908599854,-0.4281279742717743,50.08599853515625,17.731565475463867,18.45955467224121,14.294720649719238,11.751493453979492,8.546209335327148,10.087644577026367,7.2216796875,7.803847789764404,7.693572521209717,6.616801738739014,7.102964878082275,6.717607498168945,6.720517158508301,6.825883865356445,5.816909313201904,6.227940082550049,7.5466413497924805,6.513500213623047,7.454404830932617,7.669013023376465,7.303496837615967,7.494091987609863,8.133195877075195,7.7959065437316895,6.3980255126953125,6.810553550720215,6.650143623352051,6.932824611663818,6.294156074523926,5.37873649597168,6.449113845825195,5.859052658081055,5.892538547515869,5.929843902587891,5.716811656951904,5.882181167602539,5.9814605712890625,5.600224018096924,6.147900104522705,0.4241148829460144,0.31023794412612915,0.3849945068359375,0.4273913502693176,0.45153161883354187,0.36444565653800964,0.40616416931152344,0.30242806673049927,0.32740864157676697,0.3938196003437042,0.4418066740036011,0.576563835144043,0.2531850039958954,0.22961917519569397,0.30481186509132385,0.28368255496025085,0.3364672064781189,0.25622496008872986,0.31636151671409607,0.23936519026756287,0.27929043769836426,0.3069171607494354,0.29604414105415344,0.358081191778183,1945.6207939267476,383.88741999010296,4175.766416378435,898.2229020662336,0.08580598152089783,0.034928695269452505,135.99917763157896,blues,blues.00050.wav
-109.53234100341797,86.92649841308594,-8.62498950958252,64.489501953125,-6.306035041809082,43.64582061767578,-8.29310417175293,28.54642677307129,-14.081591606140137,8.136634826660156,-21.490427017211914,11.086616516113281,-5.094468116760254,3.978771924972534,-12.864776611328125,12.342427253723145,0.020585523918271065,-0.7392382621765137,-5.130451202392578,3.30713152885437,-0.5356433987617493,-6.317319393157959,-2.9046483039855957,-0.782764732837677,-3.942072629928589,-3.077275276184082,-6.945220470428467,-4.205110549926758,-5.238766193389893,-0.6502007842063904,3.2446749210357666,-4.443593978881836,-2.236675262451172,0.32013067603111267,-1.210937261581421,-5.224998474121094,3.19397234916687,-1.5856707096099854,-3.5616023540496826,-5.258720397949219,28.748567581176758,15.097681045532227,16.68537139892578,9.073115348815918,7.424356937408447,6.232554912567139,7.187097072601318,7.410312175750732,8.813220024108887,9.24644947052002,8.340618133544922,9.750324249267578,9.564591407775879,8.298535346984863,7.267035961151123,7.829472064971924,8.559996604919434,7.504218578338623,9.798365592956543,9.623664855957031,8.891816139221191,8.466972351074219,7.786307334899902,6.117919921875,6.463043212890625,6.7193989753723145,6.911423683166504,5.858474254608154,6.416309833526611,7.778545379638672,8.727165222167969,9.049614906311035,7.178433418273926,6.4621686935424805,5.188377380371094,5.073097229003906,5.851985454559326,6.468667984008789,6.4266676902771,6.440462589263916,0.31801387667655945,0.43596917390823364,0.43366360664367676,0.46461525559425354,0.3147549331188202,0.2613968849182129,0.3279937207698822,0.3504573404788971,0.4808250069618225,0.46867677569389343,0.49815165996551514,0.3274022936820984,0.23810675740242004,0.3146860897541046,0.27108097076416016,0.34108343720436096,0.23274406790733337,0.19664788246154785,0.28483420610427856,0.2550123333930969,0.3500203490257263,0.29124751687049866,0.34476521611213684,0.22857558727264404,2279.2655430324075,413.45338890270017,5198.476898854731,755.0914133861111,0.09257049088138544,0.030007162506780354,135.99917763157896,blues,blues.00044.wav
-2.551016330718994,101.25788116455078,-33.92729187011719,41.518402099609375,-13.815157890319824,31.92072296142578,-21.868600845336914,24.458948135375977,-15.881365776062012,15.794474601745605,-14.372410774230957,12.507440567016602,-13.373969078063965,6.11275053024292,-9.069669723510742,5.033295631408691,-11.333126068115234,3.1684956550598145,-4.571701526641846,-4.033881187438965,-6.0212836265563965,0.8657690286636353,-0.5935612320899963,5.5264482498168945,2.5037052631378174,-0.9462661147117615,-3.64748215675354,-5.448849678039551,-2.05796480178833,0.3860015869140625,-3.1814124584198,-1.4265851974487305,0.05520985275506973,-0.6109288930892944,0.8537696003913879,-3.3061683177948,0.8948925733566284,-3.81506609916687,-6.051023960113525,-10.027971267700195,27.11760711669922,12.81148910522461,11.951032638549805,9.991866111755371,10.247645378112793,6.952861309051514,8.171124458312988,6.547391414642334,6.406428337097168,5.728188991546631,6.623603343963623,6.415306091308594,6.282389163970947,5.644404888153076,5.96053409576416,4.899925231933594,5.935763359069824,5.511323928833008,6.845097541809082,5.937234878540039,5.176199436187744,6.640139579772949,7.929502487182617,6.869996070861816,6.27654504776001,6.789198875427246,6.718400478363037,5.414328575134277,5.861210346221924,5.968077182769775,5.641485691070557,5.778526306152344,5.584130764007568,6.279712677001953,5.386856555938721,4.952908515930176,5.498181343078613,4.564092636108398,6.4554243087768555,5.562694072723389,0.34453168511390686,0.5283111333847046,0.4742705523967743,0.5392006039619446,0.3300876021385193,0.32914280891418457,0.30918413400650024,0.4253336489200592,0.40429794788360596,0.35721272230148315,0.5586845278739929,0.37083590030670166,0.25859564542770386,0.32090193033218384,0.2532566785812378,0.3310582637786865,0.23270061612129211,0.25373536348342896,0.25240275263786316,0.2850435674190521,0.27870288491249084,0.20992963016033173,0.33309558033943176,0.25932320952415466,2333.7163897098885,299.71664829593004,4942.928444121275,694.0909006284389,0.12386319659442724,0.023590708533337914,123.046875,blues,blues.00078.wav
-3.5590715408325195,92.92778778076172,-25.11854362487793,45.18721008300781,-10.871893882751465,31.86241912841797,-18.05792236328125,28.62801170349121,-10.234053611755371,14.673486709594727,-14.906988143920898,14.75164794921875,-15.609781265258789,9.549894332885742,-14.798731803894043,2.074836254119873,-13.824647903442383,3.571469306945801,-5.97164249420166,-1.647438406944275,-5.835134029388428,3.5978307723999023,-5.361629962921143,0.5722256898880005,-1.5049880743026733,-3.4661800861358643,-3.5543606281280518,-4.080887794494629,-1.6188867092132568,0.7031041383743286,-6.321311950683594,-0.6114968061447144,-1.9962470531463623,-0.1178787425160408,0.996483325958252,-3.746997833251953,-1.4647349119186401,-1.0549962520599365,0.15760600566864014,-7.323586940765381,31.947509765625,13.095651626586914,12.165661811828613,8.105903625488281,8.383872032165527,6.518700122833252,8.53520393371582,6.941318035125732,7.684868335723877,6.464503765106201,5.496377468109131,5.34368896484375,6.393852233886719,6.553793907165527,5.941249370574951,6.840558052062988,6.176777362823486,5.76712703704834,5.863185405731201,7.737776279449463,6.557470321655273,7.392105579376221,8.2244873046875,6.158324718475342,5.38617467880249,6.093020439147949,5.604183673858643,5.647622108459473,5.774476528167725,6.429950714111328,6.408483982086182,6.462031841278076,8.121219635009766,5.480125427246094,5.053154468536377,4.633261680603027,5.746996879577637,5.336118698120117,6.564725399017334,6.990123271942139,0.37625616788864136,0.377920925617218,0.3907720744609833,0.6006768941879272,0.4033759534358978,0.34884706139564514,0.43558019399642944,0.42402687668800354,0.33407360315322876,0.34080949425697327,0.622474730014801,0.40360069274902344,0.2949499785900116,0.24590454995632172,0.22597774863243103,0.33205148577690125,0.230655238032341,0.22361469268798828,0.31260523200035095,0.2854618728160858,0.24222615361213684,0.2166569083929062,0.3027784526348114,0.24212200939655304,2443.2389164951205,361.3620375894565,5267.559814453125,644.0596092191854,0.12473545133513932,0.03443721040783032,78.30255681818181,blues,blues.00079.wav
-163.24313354492188,89.78488159179688,12.977458953857422,80.69248962402344,3.6667749881744385,39.7451286315918,-5.400378704071045,26.49867057800293,-13.163736343383789,2.7070133686065674,-20.552906036376953,6.0071892738342285,-2.908132553100586,-0.43483513593673706,-17.545372009277344,4.154168128967285,-5.990098476409912,-7.862035751342773,-8.565295219421387,1.8571712970733643,-1.1085700988769531,-7.014115333557129,-3.7923405170440674,-6.253027439117432,-2.5730948448181152,-5.92257022857666,-6.964421272277832,-5.909443378448486,-2.993216037750244,-5.060863018035889,3.2361156940460205,-3.775437116622925,-6.747747421264648,-1.683575987815857,-1.511305332183838,-4.261568546295166,0.11924031376838684,-2.815694570541382,-3.281236410140991,-7.279505252838135,25.89410400390625,14.411771774291992,11.619853973388672,6.583355903625488,5.734222412109375,6.23146390914917,6.629444122314453,5.619318008422852,6.161679267883301,5.993093967437744,6.238814353942871,6.1441874504089355,7.089840412139893,5.6559600830078125,6.233730316162109,5.653896808624268,6.005536079406738,5.653890132904053,5.641363143920898,6.544447898864746,6.111611366271973,6.519092559814453,7.84150505065918,6.07877779006958,5.439554214477539,5.5660271644592285,5.639124393463135,5.417840003967285,5.461055278778076,5.579396724700928,6.258805274963379,5.8384270668029785,6.5553741455078125,5.667255401611328,4.648461818695068,4.955539226531982,5.6650872230529785,5.366948127746582,6.03945779800415,6.6268792152404785,0.41372743248939514,0.37703585624694824,0.3270784616470337,0.37675824761390686,0.31578269600868225,0.2881881594657898,0.3601198196411133,0.430591881275177,0.5448143482208252,0.5708022117614746,0.6339836716651917,0.517765462398529,0.29665350914001465,0.27215179800987244,0.21778759360313416,0.3053973615169525,0.23029057681560516,0.22548431158065796,0.2747192680835724,0.28830230236053467,0.31035828590393066,0.2850402891635895,0.3331281542778015,0.2992253601551056,1739.0461604116053,380.77886545287845,4551.180812965606,905.7070860611025,0.048051863631965945,0.016320103242275348,129.19921875,blues,blues.00045.wav
-55.59663009643555,114.95121765136719,-37.06935119628906,64.90438079833984,-7.164943218231201,15.2547025680542,-16.23533058166504,18.64357566833496,-9.752285957336426,21.465389251708984,-5.652097702026367,12.784239768981934,-16.537031173706055,3.797079086303711,-7.895242691040039,8.477640151977539,-4.067899227142334,3.2060177326202393,-5.180142402648926,-1.2800463438034058,0.4779541790485382,3.4287102222442627,-1.1295173168182373,0.29387280344963074,-0.33311954140663147,-4.6452531814575195,1.473776936531067,-1.7478556632995605,-3.1398487091064453,-1.4850338697433472,-2.5186173915863037,-5.9363322257995605,1.7661172151565552,-2.1855967044830322,2.8691418170928955,-3.396174907684326,-2.2890608310699463,-5.088357925415039,-2.654977321624756,-3.7388081550598145,31.829872131347656,17.848873138427734,14.322847366333008,8.300190925598145,9.678400993347168,10.725653648376465,9.887147903442383,8.827359199523926,8.275675773620605,8.566147804260254,8.486259460449219,9.965743064880371,7.474554538726807,7.361072063446045,7.6017656326293945,7.505052089691162,6.863582611083984,7.0841240882873535,7.39614725112915,7.616039276123047,8.433939933776855,7.354273319244385,6.122201442718506,6.663748741149902,6.181014060974121,6.475622653961182,5.333577632904053,5.651363849639893,5.578454494476318,6.162196636199951,6.669940948486328,7.130324363708496,6.337410926818848,5.606348037719727,5.980879306793213,5.7114996910095215,5.460930824279785,6.139553070068359,6.888968467712402,6.139948844909668,0.2739733159542084,0.29739728569984436,0.36324024200439453,0.48123428225517273,0.5496214628219604,0.4155252277851105,0.3547118604183197,0.39161908626556396,0.44028139114379883,0.38726234436035156,0.38198378682136536,0.3876861333847046,0.21651560068130493,0.24880680441856384,0.26934149861335754,0.2946816682815552,0.32296743988990784,0.2729727029800415,0.259906142950058,0.2870905101299286,0.32180097699165344,0.3111039400100708,0.2854926586151123,0.2882583737373352,1977.1089040094187,370.5067883347991,3942.8761579672987,834.209234345384,0.1066270952254257,0.030753901057487897,99.38401442307692,blues,blues.00051.wav
-212.81539916992188,139.06922912597656,9.454341888427734,35.44626998901367,12.70954418182373,20.417665481567383,-5.573952674865723,10.893662452697754,-8.73171329498291,8.055455207824707,0.16379715502262115,2.641746759414673,-1.025734782218933,-1.4032179117202759,-4.704832553863525,1.1418108940124512,-9.476273536682129,-2.1909120082855225,-4.098109722137451,-3.3432798385620117,-3.9324872493743896,-3.3440310955047607,-4.183477878570557,-3.8257851600646973,-0.14086519181728363,-4.63909912109375,-2.824247360229492,-2.6091928482055664,-3.046625852584839,-1.2647556066513062,-1.066153645515442,-0.7999435067176819,-1.3817070722579956,-4.549204349517822,-0.4940665662288666,0.4778693616390228,0.46778109669685364,-1.6537246704101562,-1.587053894996643,-2.6228396892547607,85.14984130859375,39.4543342590332,27.06741714477539,16.067995071411133,17.628067016601562,13.639941215515137,13.4285306930542,10.102540969848633,11.857322692871094,8.717925071716309,9.758862495422363,8.690608978271484,8.730164527893066,8.51943588256836,8.543105125427246,10.014979362487793,9.010766983032227,7.400363922119141,7.228549480438232,6.763166427612305,7.824311256408691,6.885166168212891,8.00002384185791,7.969569206237793,7.438169002532959,7.967928409576416,7.688210964202881,8.091833114624023,8.807489395141602,12.16971206665039,10.844922065734863,8.911811828613281,7.596764087677002,8.047558784484863,7.869822978973389,7.145481109619141,6.679986000061035,6.9351091384887695,7.25023078918457,6.593321800231934,0.2895458936691284,0.2663463354110718,0.3729838728904724,0.3216966986656189,0.33470600843429565,0.4099465608596802,0.42452648282051086,0.4525691568851471,0.37857386469841003,0.36752164363861084,0.40607979893684387,0.3663395643234253,0.2915060520172119,0.24092383682727814,0.3257528245449066,0.28378215432167053,0.30519673228263855,0.3283207416534424,0.29830512404441833,0.36494043469429016,0.2839478850364685,0.30254796147346497,0.32831040024757385,0.30199992656707764,1245.5817719137374,844.8584665570633,2517.6097763581174,1879.8946696917412,0.04882661329334365,0.05224029382131732,123.046875,blues,blues.00086.wav
-332.3079833984375,128.0807647705078,28.82521629333496,41.8360595703125,31.234664916992188,23.358219146728516,5.7872233390808105,8.99620246887207,-3.8611278533935547,3.739000082015991,-0.8690584301948547,-0.43693065643310547,1.4746556282043457,-1.5670475959777832,-0.8314688801765442,2.168971061706543,-3.8919129371643066,-4.197279453277588,-5.932182788848877,-3.447434902191162,-2.080867290496826,-1.4672396183013916,-4.192857265472412,-6.701591491699219,0.6620341539382935,-2.6165075302124023,-2.8914754390716553,-2.299921989440918,-1.4357789754867554,-1.4528491497039795,-4.279309272766113,-6.001389026641846,-4.878567218780518,-5.149933338165283,-4.479650497436523,-1.5298365354537964,1.2845089435577393,-0.6827162504196167,-1.955731987953186,-0.7057211399078369,85.37590789794922,31.08049964904785,34.43956756591797,17.433765411376953,15.133577346801758,12.64189624786377,13.675535202026367,12.18983268737793,13.55909538269043,9.787617683410645,9.528159141540527,9.091466903686523,9.604796409606934,8.304516792297363,7.593842029571533,7.7734055519104,8.52364444732666,6.57295560836792,6.735411167144775,5.688958644866943,5.825380325317383,6.231484413146973,5.722271919250488,6.3133087158203125,6.788666725158691,6.02017879486084,6.188077449798584,6.82412052154541,8.825000762939453,7.5945892333984375,7.824138164520264,8.111982345581055,7.081739902496338,7.940749168395996,6.918947696685791,7.160040855407715,10.161728858947754,10.793965339660645,8.654613494873047,6.683457851409912,0.3588350713253021,0.30686092376708984,0.26538434624671936,0.2948503792285919,0.3996049165725708,0.4487655758857727,0.5514617562294006,0.4583989083766937,0.39537423849105835,0.3936888575553894,0.39706137776374817,0.4224952161312103,0.3096242845058441,0.28983497619628906,0.24908673763275146,0.26144686341285706,0.35665667057037354,0.3220732510089874,0.32372984290122986,0.3094041347503662,0.31004735827445984,0.3363020718097687,0.28339990973472595,0.3259081542491913,918.3602069536573,723.3183974582851,1601.531982421875,1512.6972956557938,0.03231802075270898,0.040018074399715234,83.35433467741936,blues,blues.00092.wav
